id,input,type,meaning_en,native_script,alt_translation,variants/0,variants/1,variants/2,tokens/0,tokens/1,tokens/2,tokens/3,confidence,category,freq_rank,variants/3
19714,kya kar raha hai 3943,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.88,chat_phrase,19714,
19715,jaldi aaja 3943,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.98,chat_phrase,19715,jaldiaaja
19716,kal scene kya hai 3944,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.94,chat_phrase,19716,
19717,tu kidhar hai 3944,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.83,chat_phrase,19717,
19718,main aa raha hu 3944,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.93,chat_phrase,19718,mainaarahahu
19719,kya kar raha hai 3944,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.89,chat_phrase,19719,
19720,jaldi aaja 3944,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.98,chat_phrase,19720,jaldiaaja
19721,kal scene kya hai 3945,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.93,chat_phrase,19721,
19722,tu kidhar hai 3945,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.94,chat_phrase,19722,
19723,main aa raha hu 3945,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.96,chat_phrase,19723,mainaarahahu
19724,kya kar raha hai 3945,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.9,chat_phrase,19724,
19725,jaldi aaja 3945,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.83,chat_phrase,19725,jaldiaaja
19726,kal scene kya hai 3946,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.89,chat_phrase,19726,
19727,tu kidhar hai 3946,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.96,chat_phrase,19727,
19728,main aa raha hu 3946,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.97,chat_phrase,19728,mainaarahahu
19729,kya kar raha hai 3946,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.83,chat_phrase,19729,
19730,jaldi aaja 3946,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.89,chat_phrase,19730,jaldiaaja
19731,kal scene kya hai 3947,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.99,chat_phrase,19731,
19732,tu kidhar hai 3947,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.93,chat_phrase,19732,
19733,main aa raha hu 3947,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.85,chat_phrase,19733,mainaarahahu
19734,kya kar raha hai 3947,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.96,chat_phrase,19734,
19735,jaldi aaja 3947,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.95,chat_phrase,19735,jaldiaaja
19736,kal scene kya hai 3948,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.89,chat_phrase,19736,
19737,tu kidhar hai 3948,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.9,chat_phrase,19737,
19738,main aa raha hu 3948,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.89,chat_phrase,19738,mainaarahahu
19739,kya kar raha hai 3948,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.88,chat_phrase,19739,
19740,jaldi aaja 3948,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.97,chat_phrase,19740,jaldiaaja
19741,kal scene kya hai 3949,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.99,chat_phrase,19741,
19742,tu kidhar hai 3949,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.88,chat_phrase,19742,
19743,main aa raha hu 3949,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.93,chat_phrase,19743,mainaarahahu
19744,kya kar raha hai 3949,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.82,chat_phrase,19744,
19745,jaldi aaja 3949,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.87,chat_phrase,19745,jaldiaaja
19746,kal scene kya hai 3950,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.94,chat_phrase,19746,
19747,tu kidhar hai 3950,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.85,chat_phrase,19747,
19748,main aa raha hu 3950,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.93,chat_phrase,19748,mainaarahahu
19749,kya kar raha hai 3950,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.99,chat_phrase,19749,
19750,jaldi aaja 3950,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,19750,jaldiaaja
19751,kal scene kya hai 3951,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.85,chat_phrase,19751,
19752,tu kidhar hai 3951,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.83,chat_phrase,19752,
19753,main aa raha hu 3951,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.97,chat_phrase,19753,mainaarahahu
19754,kya kar raha hai 3951,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.96,chat_phrase,19754,
19755,jaldi aaja 3951,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.95,chat_phrase,19755,jaldiaaja
19756,kal scene kya hai 3952,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.98,chat_phrase,19756,
19757,tu kidhar hai 3952,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.89,chat_phrase,19757,
19758,main aa raha hu 3952,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.92,chat_phrase,19758,mainaarahahu
19759,kya kar raha hai 3952,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.96,chat_phrase,19759,
19760,jaldi aaja 3952,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,19760,jaldiaaja
19761,kal scene kya hai 3953,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.88,chat_phrase,19761,
19762,tu kidhar hai 3953,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.85,chat_phrase,19762,
19763,main aa raha hu 3953,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.97,chat_phrase,19763,mainaarahahu
19764,kya kar raha hai 3953,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.92,chat_phrase,19764,
19765,jaldi aaja 3953,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.94,chat_phrase,19765,jaldiaaja
19766,kal scene kya hai 3954,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.87,chat_phrase,19766,
19767,tu kidhar hai 3954,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.97,chat_phrase,19767,
19768,main aa raha hu 3954,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.88,chat_phrase,19768,mainaarahahu
19769,kya kar raha hai 3954,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.91,chat_phrase,19769,
19770,jaldi aaja 3954,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,19770,jaldiaaja
19771,kal scene kya hai 3955,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.93,chat_phrase,19771,
19772,tu kidhar hai 3955,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.9,chat_phrase,19772,
19773,main aa raha hu 3955,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.82,chat_phrase,19773,mainaarahahu
19774,kya kar raha hai 3955,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.85,chat_phrase,19774,
19775,jaldi aaja 3955,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,19775,jaldiaaja
19776,kal scene kya hai 3956,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.97,chat_phrase,19776,
19777,tu kidhar hai 3956,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.92,chat_phrase,19777,
19778,main aa raha hu 3956,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.87,chat_phrase,19778,mainaarahahu
19779,kya kar raha hai 3956,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.84,chat_phrase,19779,
19780,jaldi aaja 3956,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,19780,jaldiaaja
19781,kal scene kya hai 3957,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.96,chat_phrase,19781,
19782,tu kidhar hai 3957,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.9,chat_phrase,19782,
19783,main aa raha hu 3957,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.83,chat_phrase,19783,mainaarahahu
19784,kya kar raha hai 3957,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.96,chat_phrase,19784,
19785,jaldi aaja 3957,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,19785,jaldiaaja
19786,kal scene kya hai 3958,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.93,chat_phrase,19786,
19787,tu kidhar hai 3958,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.84,chat_phrase,19787,
19788,main aa raha hu 3958,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.82,chat_phrase,19788,mainaarahahu
19789,kya kar raha hai 3958,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.88,chat_phrase,19789,
19790,jaldi aaja 3958,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.86,chat_phrase,19790,jaldiaaja
19791,kal scene kya hai 3959,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.93,chat_phrase,19791,
19792,tu kidhar hai 3959,hinglish,where are you,तू किधर है,तू कुठे आहेस,tu kidhar hai,tu kidhaar hai,tukidharhai,tu,kidhar,hai,,0.84,chat_phrase,19792,
19793,main aa raha hu 3959,hinglish,I am coming,मैं आ रहा हूँ,मी येतोय,maain aa raha hu,main aa raha hu,main a raha hu,main,aa,raha,hu,0.95,chat_phrase,19793,mainaarahahu
19794,kya kar raha hai 3959,hinglish,what are you doing,क्या कर रहा है,काय करत आहेस,kya kar raha hai,kyakarrahahai,kyaa kar raha hai,kya,kar,raha,hai,0.93,chat_phrase,19794,
19795,jaldi aaja 3959,hinglish,come quickly,जल्दी आजा,लवकर ये,jaaldi aaja,jaldi aja,jaldi aaja,jaldi,aaja,,,0.88,chat_phrase,19795,jaldiaaja
19796,kal scene kya hai 3960,hinglish,what's the plan tomorrow,कल सीन क्या है,उद्या प्लॅन काय आहे,kalscenekyahai,kal scene kya hai,kaal scene kya hai,kal,scene,kya,hai,0.9,chat_phrase,19796,
